file,function_addr,role_candidate,basic_block_count,internal_block_count,incoming_lcalls,call_count,xdata_read_count,xdata_write_count,movc_count,packet_xdata_hits,queue_hits,selector_hits,snapshot_hits,object_table_hits,score,confidence,notes
A04_28.PZU,0x6A12,unknown,3,2,3,0,0,0,0,0,0,0,0,0,1,unknown,call_xref_lcalls=3; bb_parent_hits=3
A04_28.PZU,0x6A6E,unknown,1,0,2,0,0,0,0,0,0,0,0,0,1,unknown,call_xref_lcalls=2; bb_parent_hits=1
A04_28.PZU,0x6A71,unknown,1,0,1,0,0,0,0,0,0,0,0,0,1,unknown,call_xref_lcalls=1; bb_parent_hits=1
A04_28.PZU,0x6A7A,unknown,1,0,1,0,0,0,0,0,0,0,0,0,1,unknown,call_xref_lcalls=1; bb_parent_hits=1
A04_28.PZU,0x6AF9,unknown,1,0,1,0,0,0,0,0,0,0,0,0,1,unknown,call_xref_lcalls=1; bb_parent_hits=1
A04_28.PZU,0x6C06,unknown,1,0,2,0,0,0,0,0,0,0,0,0,1,unknown,call_xref_lcalls=2; bb_parent_hits=1
A04_28.PZU,0x6C07,unknown,1,0,35,0,0,0,0,0,0,0,0,0,1,unknown,call_xref_lcalls=35; bb_parent_hits=1
A04_28.PZU,0x6C11,unknown,1,0,4,0,0,0,0,0,0,0,0,0,1,unknown,call_xref_lcalls=4; bb_parent_hits=1
A04_28.PZU,0x6C36,unknown,2,1,6,0,0,0,0,0,0,0,0,0,1,unknown,call_xref_lcalls=6; bb_parent_hits=2
A04_28.PZU,0x6C48,unknown,1,0,1,1,0,0,0,0,0,0,0,0,1,unknown,call_xref_lcalls=1; bb_parent_hits=1
A04_28.PZU,0x6C57,unknown,1,0,1,1,0,0,0,0,0,0,0,0,1,unknown,call_xref_lcalls=1; bb_parent_hits=1
A04_28.PZU,0x6C5C,unknown,1,0,3,1,0,0,0,0,0,0,0,0,1,unknown,call_xref_lcalls=3; bb_parent_hits=1
A04_28.PZU,0x6C61,unknown,1,0,3,1,0,0,0,0,0,0,0,0,1,unknown,call_xref_lcalls=3; bb_parent_hits=1
A04_28.PZU,0x6F5B,unknown,1,0,1,0,0,0,0,0,0,0,0,0,1,unknown,call_xref_lcalls=1; bb_parent_hits=1
A04_28.PZU,0x8989,unknown,1,0,1,1,0,0,0,0,0,0,0,0,1,unknown,call_xref_lcalls=1; bb_parent_hits=1
A04_28.PZU,0x8999,unknown,1,0,1,2,0,0,0,0,0,0,0,0,1,unknown,call_xref_lcalls=1; bb_parent_hits=1
A04_28.PZU,0x89B1,unknown,1,0,1,2,0,0,0,0,0,0,0,0,1,unknown,call_xref_lcalls=1; bb_parent_hits=1
A04_28.PZU,0x89DD,unknown,1,0,1,2,0,0,0,0,0,0,0,0,1,unknown,call_xref_lcalls=1; bb_parent_hits=1
A04_28.PZU,0x89F9,unknown,1,0,5,0,0,0,0,0,0,0,0,0,1,unknown,call_xref_lcalls=5; bb_parent_hits=1
A04_28.PZU,0x8E2D,unknown,3,2,1,0,0,0,0,0,0,0,0,0,1,unknown,call_xref_lcalls=1; bb_parent_hits=3
A04_28.PZU,0x8E8E,unknown,5,4,3,0,0,0,0,0,0,0,0,0,1,unknown,call_xref_lcalls=3; bb_parent_hits=5
A04_28.PZU,0x8E9C,unknown,4,3,1,0,0,0,0,0,0,0,0,0,1,unknown,call_xref_lcalls=1; bb_parent_hits=4
A04_28.PZU,0x8F1B,unknown,3,2,2,1,0,0,0,0,0,0,0,0,1,unknown,call_xref_lcalls=2; bb_parent_hits=3
A04_28.PZU,0x8F38,unknown,3,2,1,0,0,0,0,0,0,0,0,0,1,unknown,call_xref_lcalls=1; bb_parent_hits=3
A04_28.PZU,0x93F7,unknown,7,6,1,1,0,0,0,0,0,0,0,0,1,unknown,call_xref_lcalls=1; bb_parent_hits=7
A04_28.PZU,0x9462,unknown,3,2,1,0,0,0,0,0,0,0,0,0,1,unknown,call_xref_lcalls=1; bb_parent_hits=3
A04_28.PZU,0x9467,unknown,2,1,1,0,0,0,0,0,0,0,0,0,1,unknown,call_xref_lcalls=1; bb_parent_hits=2
A04_28.PZU,0x94CD,unknown,1,0,2,1,0,0,0,0,0,0,0,0,1,unknown,call_xref_lcalls=2; bb_parent_hits=1
A04_28.PZU,0xA237,unknown,1,0,1,0,0,0,0,0,0,0,0,0,1,unknown,call_xref_lcalls=1; bb_parent_hits=1
A04_28.PZU,0xA242,unknown,1,0,1,0,0,0,0,0,0,0,0,0,1,unknown,call_xref_lcalls=1; bb_parent_hits=1
