file,branch,function_addr,entry_evidence,incoming_lcalls,incoming_ljmps,incoming_sjmps,size_estimate,ret_count,call_count,xdata_read_count,xdata_write_count,movc_count,basic_block_count,internal_block_count,role_candidate,confidence
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x9E9F,mixed,5,0,0,10,1,1,0,0,0,1,0,unknown,hypothesis
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x9EA9,mixed,1,0,0,3,0,0,0,0,0,1,0,unknown,hypothesis
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x9EAC,mixed,4,0,0,53,1,1,1,0,0,1,0,unknown,probable
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x9EE1,mixed,3,0,0,11,1,1,0,0,0,1,0,unknown,hypothesis
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x9EEC,mixed,3,0,0,61,0,2,1,0,0,1,0,unknown,probable
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x9F29,mixed,3,0,0,29,1,1,0,0,0,1,0,unknown,hypothesis
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x9F46,mixed,3,0,0,1244,0,12,36,6,0,1,0,state_update_worker,probable
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0xA422,mixed,3,0,0,37,1,0,0,0,0,2,1,unknown,hypothesis
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0xA447,mixed,2,0,0,31,0,1,0,0,0,1,0,unknown,hypothesis
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0xA466,mixed,4,3,0,48,1,0,0,0,0,2,1,unknown,hypothesis
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0xA496,mixed,3,0,0,30,1,0,0,0,0,3,2,unknown,hypothesis
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0xA4B4,mixed,1,0,0,31,1,0,0,0,0,3,2,unknown,hypothesis
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0xA4D3,mixed,1,0,0,66,2,2,6,0,0,8,7,state_reader_or_packet_builder,probable
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0xA515,mixed,1,0,0,43,0,4,1,1,0,1,0,unknown,probable
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0xA540,mixed,1,0,0,39,1,4,1,0,0,1,0,unknown,probable
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0xA567,mixed,2,0,0,37,1,2,1,0,0,1,0,unknown,probable
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0xA58C,mixed,2,0,1,29,1,1,0,0,0,3,2,unknown,hypothesis
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0xA5A9,mixed,1,0,0,246,2,25,9,0,0,9,8,dispatcher_or_router,probable
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0xA69F,mixed,1,0,0,47,2,6,1,0,0,5,4,unknown,probable
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0xA6CE,mixed,1,0,0,18,1,0,0,0,0,3,2,unknown,hypothesis
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0xA6E0,mixed,1,0,0,26,4,1,2,0,0,6,5,unknown,probable
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0xA6FA,mixed,1,0,0,74,0,13,1,0,0,2,1,unknown,probable
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0xA744,mixed,1,0,0,21,3,1,0,0,0,6,5,unknown,hypothesis
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0xA759,mixed,6,0,0,1,0,0,0,0,0,1,0,unknown,hypothesis
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0xA75A,mixed,1,0,0,19,1,0,0,0,0,1,0,unknown,hypothesis
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0xA76D,mixed,2,0,0,142,1,0,0,0,0,1,0,unknown,hypothesis
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0xA7FB,mixed,1,0,0,559,2,4,9,0,6,3,2,state_reader_or_packet_builder,probable
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0xAA2A,mixed,1,0,0,2,0,0,0,0,0,1,0,unknown,hypothesis
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0xAA2C,mixed,1,0,0,2,0,0,0,0,0,1,0,unknown,hypothesis
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0xAA2E,mixed,1,0,0,35,1,0,0,0,0,1,0,unknown,hypothesis
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0xAA51,mixed,8,0,0,44,3,3,1,0,0,5,4,unknown,probable
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0xAA7D,mixed,1,0,0,10,0,1,0,0,0,1,0,unknown,hypothesis
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0xAA87,mixed,3,0,0,10,0,1,0,0,0,1,0,unknown,hypothesis
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0xAA91,mixed,1,0,0,5,0,1,0,0,0,1,0,unknown,hypothesis
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0xAA96,mixed,2,0,0,593,2,30,21,1,0,1,0,state_reader_or_packet_builder,probable
90CYE03_19_DKS.PZU,90CYE_DKS,0x4100,mixed,0,0,0,118,1,5,1,0,0,1,0,unknown,unknown
90CYE03_19_DKS.PZU,90CYE_DKS,0x4176,mixed,0,0,0,90,1,1,5,0,0,5,4,state_reader_or_packet_builder,unknown
90CYE03_19_DKS.PZU,90CYE_DKS,0x41D0,mixed,0,0,0,24,1,1,1,0,0,3,2,unknown,unknown
90CYE03_19_DKS.PZU,90CYE_DKS,0x41E8,mixed,1,0,0,1862,0,3,0,0,0,3,2,unknown,hypothesis
90CYE03_19_DKS.PZU,90CYE_DKS,0x492E,mixed,0,0,0,38,1,0,1,0,0,3,2,unknown,unknown
90CYE03_19_DKS.PZU,90CYE_DKS,0x4954,mixed,0,0,0,38,1,0,1,0,0,3,2,unknown,unknown
90CYE03_19_DKS.PZU,90CYE_DKS,0x497A,mixed,0,0,0,4027,1,76,23,24,0,3,2,state_update_worker,unknown
90CYE03_19_DKS.PZU,90CYE_DKS,0x5935,mixed,13,0,0,22,1,1,0,0,0,1,0,unknown,hypothesis
90CYE03_19_DKS.PZU,90CYE_DKS,0x594B,mixed,3,0,0,24,1,1,0,0,0,1,0,unknown,hypothesis
90CYE03_19_DKS.PZU,90CYE_DKS,0x5963,mixed,2,0,0,15,1,0,0,0,0,1,0,unknown,hypothesis
90CYE03_19_DKS.PZU,90CYE_DKS,0x5972,mixed,1,0,0,13,0,0,0,0,0,1,0,unknown,hypothesis
90CYE03_19_DKS.PZU,90CYE_DKS,0x597F,mixed,10,0,0,33,2,0,0,0,0,2,1,unknown,hypothesis
90CYE03_19_DKS.PZU,90CYE_DKS,0x59A0,mixed,2,0,0,223,2,3,6,0,2,18,17,state_reader_or_packet_builder,probable
90CYE03_19_DKS.PZU,90CYE_DKS,0x5A7F,mixed,95,0,0,29,1,0,0,0,0,1,0,unknown,hypothesis
90CYE03_19_DKS.PZU,90CYE_DKS,0x5A9C,mixed,3,0,0,7,0,1,1,0,0,1,0,unknown,probable
90CYE03_19_DKS.PZU,90CYE_DKS,0x5AA3,mixed,14,0,1,18,1,0,0,0,0,1,0,unknown,hypothesis
90CYE03_19_DKS.PZU,90CYE_DKS,0x5AB5,mixed,3,0,0,5,0,1,0,0,0,1,0,unknown,hypothesis
90CYE03_19_DKS.PZU,90CYE_DKS,0x5ABA,mixed,3,0,0,5,0,1,0,0,0,1,0,unknown,hypothesis
90CYE03_19_DKS.PZU,90CYE_DKS,0x5ABF,mixed,1,0,0,14,0,2,1,0,0,1,0,unknown,probable
90CYE03_19_DKS.PZU,90CYE_DKS,0x5ACD,mixed,1,0,0,582,1,0,3,0,0,1,0,state_reader_or_packet_builder,probable
90CYE03_19_DKS.PZU,90CYE_DKS,0x5D13,mixed,1,0,0,15,1,0,0,0,0,1,0,unknown,hypothesis
90CYE03_19_DKS.PZU,90CYE_DKS,0x5D22,mixed,2,0,0,12,0,0,0,0,0,3,2,unknown,hypothesis
90CYE03_19_DKS.PZU,90CYE_DKS,0x5D2E,mixed,1,0,0,290,2,0,12,1,0,1,0,state_reader_or_packet_builder,probable
90CYE03_19_DKS.PZU,90CYE_DKS,0x5E50,mixed,1,0,0,7,1,0,0,1,0,1,0,unknown,probable
90CYE03_19_DKS.PZU,90CYE_DKS,0x5E57,mixed,1,0,0,33,1,0,4,4,0,1,0,state_update_worker,probable
90CYE03_19_DKS.PZU,90CYE_DKS,0x5E78,mixed,2,0,0,48,1,0,3,4,0,1,0,state_update_worker,probable
90CYE03_19_DKS.PZU,90CYE_DKS,0x5EA8,mixed,1,0,0,52,1,0,3,4,0,1,0,state_update_worker,probable
90CYE03_19_DKS.PZU,90CYE_DKS,0x5EDC,mixed,1,0,0,260,2,13,13,2,0,1,0,unknown,probable
90CYE03_19_DKS.PZU,90CYE_DKS,0x5FE0,mixed,1,1,0,8,0,1,0,1,0,1,0,unknown,probable
90CYE03_19_DKS.PZU,90CYE_DKS,0x5FE8,mixed,1,0,0,61,2,1,2,3,0,5,4,state_update_worker,probable
90CYE03_19_DKS.PZU,90CYE_DKS,0x6025,mixed,1,0,0,191,2,12,8,0,0,6,5,dispatcher_or_router,probable
90CYE03_19_DKS.PZU,90CYE_DKS,0x60E4,mixed,1,0,0,88,0,4,2,1,0,1,0,unknown,probable
90CYE03_19_DKS.PZU,90CYE_DKS,0x613C,mixed,1,0,0,1185,1,0,39,16,3,3,2,state_update_worker,probable
90CYE03_19_DKS.PZU,90CYE_DKS,0x65DD,mixed,1,0,0,351,0,2,7,6,0,1,0,state_update_worker,probable
90CYE03_19_DKS.PZU,90CYE_DKS,0x673C,mixed,1,0,0,247,1,11,8,2,0,12,11,dispatcher_or_router,probable
90CYE03_19_DKS.PZU,90CYE_DKS,0x6833,mixed,1,1,0,664,0,6,16,2,0,2,1,unknown,probable
90CYE03_19_DKS.PZU,90CYE_DKS,0x6ACB,mixed,1,0,0,490,1,1,22,1,0,1,0,state_reader_or_packet_builder,probable
90CYE03_19_DKS.PZU,90CYE_DKS,0x6CB5,mixed,1,0,0,55,1,0,0,0,0,1,0,unknown,hypothesis
90CYE03_19_DKS.PZU,90CYE_DKS,0x6CEC,mixed,2,0,0,15,1,0,0,0,0,1,0,unknown,hypothesis
90CYE03_19_DKS.PZU,90CYE_DKS,0x6CFB,mixed,1,0,0,15,1,0,0,0,0,1,0,unknown,hypothesis
90CYE03_19_DKS.PZU,90CYE_DKS,0x6D0A,mixed,1,0,0,296,0,1,0,0,3,1,0,code_table_or_ui_worker,probable
90CYE03_19_DKS.PZU,90CYE_DKS,0x6E32,mixed,1,0,0,144,1,9,7,5,1,4,3,state_update_worker,probable
90CYE03_19_DKS.PZU,90CYE_DKS,0x6EC2,mixed,1,0,0,12,1,0,0,0,0,1,0,unknown,hypothesis
90CYE03_19_DKS.PZU,90CYE_DKS,0x6ECE,mixed,1,0,0,36,2,0,0,0,0,1,0,unknown,hypothesis
90CYE03_19_DKS.PZU,90CYE_DKS,0x6EF2,mixed,1,0,0,266,2,13,18,4,0,15,14,dispatcher_or_router,probable
90CYE03_19_DKS.PZU,90CYE_DKS,0x6FFC,mixed,2,0,0,27,1,0,0,0,0,3,2,unknown,hypothesis
90CYE03_19_DKS.PZU,90CYE_DKS,0x7017,mixed,1,0,0,256,2,13,17,4,0,17,16,dispatcher_or_router,probable
90CYE03_19_DKS.PZU,90CYE_DKS,0x7117,mixed,2,0,0,10,1,0,1,0,0,1,0,unknown,probable
90CYE03_19_DKS.PZU,90CYE_DKS,0x7121,mixed,3,0,0,13,1,0,1,0,0,1,0,unknown,probable
90CYE03_19_DKS.PZU,90CYE_DKS,0x712E,mixed,1,0,0,8,1,0,0,0,0,1,0,unknown,hypothesis
90CYE03_19_DKS.PZU,90CYE_DKS,0x7136,mixed,1,0,0,78,2,0,1,0,0,6,5,unknown,probable
90CYE03_19_DKS.PZU,90CYE_DKS,0x7184,mixed,1,0,0,262,2,16,3,1,0,3,2,state_reader_or_packet_builder,probable
90CYE03_19_DKS.PZU,90CYE_DKS,0x728A,mixed,1,0,0,214,3,26,5,4,0,8,7,dispatcher_or_router,probable
90CYE03_19_DKS.PZU,90CYE_DKS,0x7360,mixed,1,0,0,6,0,0,1,0,0,1,0,unknown,probable
90CYE03_19_DKS.PZU,90CYE_DKS,0x7366,mixed,1,0,0,22,2,1,1,0,0,4,3,unknown,probable
90CYE03_19_DKS.PZU,90CYE_DKS,0x737C,mixed,1,0,0,324,1,20,11,6,1,8,7,dispatcher_or_router,probable
90CYE03_19_DKS.PZU,90CYE_DKS,0x74C0,mixed,1,0,0,398,1,0,3,2,1,1,0,unknown,probable
90CYE03_19_DKS.PZU,90CYE_DKS,0x764E,mixed,1,0,0,51,1,2,2,0,0,5,4,unknown,probable
90CYE03_19_DKS.PZU,90CYE_DKS,0x7681,mixed,1,0,0,139,2,4,9,4,0,6,5,dispatcher_or_router,probable
90CYE03_19_DKS.PZU,90CYE_DKS,0x770C,mixed,1,0,0,179,1,12,4,0,0,3,2,state_reader_or_packet_builder,probable
90CYE03_19_DKS.PZU,90CYE_DKS,0x77BF,mixed,1,0,0,202,1,14,1,0,0,7,6,dispatcher_or_router,probable
90CYE03_19_DKS.PZU,90CYE_DKS,0x7889,mixed,1,0,0,79,1,4,2,2,0,3,2,unknown,probable
90CYE03_19_DKS.PZU,90CYE_DKS,0x78D8,mixed,2,0,0,25,1,0,0,0,0,1,0,unknown,hypothesis
90CYE03_19_DKS.PZU,90CYE_DKS,0x78F1,mixed,2,0,0,17,0,0,0,0,0,1,0,unknown,hypothesis
90CYE03_19_DKS.PZU,90CYE_DKS,0x7902,mixed,3,0,0,32,1,0,0,0,0,1,0,unknown,hypothesis
90CYE03_19_DKS.PZU,90CYE_DKS,0x7922,mixed,6,0,0,6,1,0,0,0,0,1,0,unknown,hypothesis
90CYE03_19_DKS.PZU,90CYE_DKS,0x7928,mixed,2,0,0,6,1,0,0,0,0,1,0,unknown,hypothesis
90CYE03_19_DKS.PZU,90CYE_DKS,0x792E,mixed,3,0,0,44,1,0,0,0,0,1,0,unknown,hypothesis
90CYE03_19_DKS.PZU,90CYE_DKS,0x795A,mixed,2,0,0,37,2,1,0,0,0,3,2,unknown,hypothesis
90CYE03_19_DKS.PZU,90CYE_DKS,0x797F,mixed,1,0,0,283,1,8,16,4,0,1,0,state_update_worker,probable
90CYE03_19_DKS.PZU,90CYE_DKS,0x7A9A,mixed,1,0,0,151,2,5,8,0,0,7,6,dispatcher_or_router,probable
90CYE03_19_DKS.PZU,90CYE_DKS,0x7B31,mixed,1,0,0,145,1,0,3,0,0,1,0,state_reader_or_packet_builder,probable
90CYE03_19_DKS.PZU,90CYE_DKS,0x7BC2,mixed,1,0,0,234,4,14,15,2,0,13,12,dispatcher_or_router,probable
90CYE03_19_DKS.PZU,90CYE_DKS,0x7CAC,mixed,1,0,0,16,1,1,0,0,0,1,0,unknown,hypothesis
90CYE03_19_DKS.PZU,90CYE_DKS,0x7CBC,mixed,1,0,0,24,0,2,0,0,0,1,0,unknown,hypothesis
90CYE03_19_DKS.PZU,90CYE_DKS,0x7CD4,mixed,1,0,0,24,0,2,0,0,0,1,0,unknown,hypothesis
90CYE03_19_DKS.PZU,90CYE_DKS,0x7CEC,mixed,1,0,0,20,1,1,1,1,0,1,0,unknown,probable
90CYE03_19_DKS.PZU,90CYE_DKS,0x7D00,mixed,1,0,0,28,0,2,0,0,0,1,0,unknown,hypothesis
90CYE03_19_DKS.PZU,90CYE_DKS,0x7D1C,mixed,5,0,0,25,1,0,0,0,0,1,0,unknown,hypothesis
90CYE03_19_DKS.PZU,90CYE_DKS,0x7D35,mixed,1,0,0,3,0,0,0,0,0,1,0,unknown,hypothesis
90CYE03_19_DKS.PZU,90CYE_DKS,0x7D38,mixed,4,0,0,10,1,1,0,0,0,1,0,unknown,hypothesis
90CYE03_19_DKS.PZU,90CYE_DKS,0x7D42,mixed,1,0,0,3,0,0,0,0,0,1,0,unknown,hypothesis
90CYE03_19_DKS.PZU,90CYE_DKS,0x7D45,mixed,3,0,0,53,1,1,1,0,0,1,0,unknown,probable
90CYE03_19_DKS.PZU,90CYE_DKS,0x7D7A,mixed,3,0,0,11,1,1,0,0,0,1,0,unknown,hypothesis
90CYE03_19_DKS.PZU,90CYE_DKS,0x7D85,mixed,2,0,0,1254,1,3,36,5,1,1,0,state_update_worker,probable
90CYE03_19_DKS.PZU,90CYE_DKS,0x826B,mixed,1,0,0,38,1,0,0,0,0,2,1,unknown,hypothesis
90CYE03_19_DKS.PZU,90CYE_DKS,0x8291,mixed,1,0,0,23,0,0,0,0,0,1,0,unknown,hypothesis
90CYE03_19_DKS.PZU,90CYE_DKS,0x82A8,mixed,3,3,0,24,1,0,0,0,0,2,1,unknown,hypothesis
90CYE03_19_DKS.PZU,90CYE_DKS,0x82C0,mixed,2,0,0,96,1,0,6,0,0,3,2,state_reader_or_packet_builder,probable
90CYE03_19_DKS.PZU,90CYE_DKS,0x8320,mixed,1,0,0,13,1,0,0,0,0,5,4,unknown,hypothesis
90CYE03_19_DKS.PZU,90CYE_DKS,0x832D,mixed,1,0,0,45,0,4,1,1,0,1,0,unknown,probable
90CYE03_19_DKS.PZU,90CYE_DKS,0x835A,mixed,1,0,0,39,1,4,1,0,0,1,0,unknown,probable
90CYE03_19_DKS.PZU,90CYE_DKS,0x8381,mixed,1,0,0,37,1,2,1,0,0,1,0,unknown,probable
90CYE03_19_DKS.PZU,90CYE_DKS,0x83A6,mixed,1,0,1,232,1,1,8,0,0,3,2,state_reader_or_packet_builder,probable
90CYE03_19_DKS.PZU,90CYE_DKS,0x848E,mixed,7,0,0,8,1,1,0,0,0,1,0,unknown,hypothesis
90CYE03_19_DKS.PZU,90CYE_DKS,0x8496,mixed,1,0,0,8,1,1,0,0,0,1,0,unknown,hypothesis
90CYE03_19_DKS.PZU,90CYE_DKS,0x849E,mixed,1,0,0,8,1,1,0,0,0,1,0,unknown,hypothesis
90CYE03_19_DKS.PZU,90CYE_DKS,0x84A6,mixed,2,0,0,402,2,24,13,1,0,1,0,state_reader_or_packet_builder,probable
90CYE04_19_2 v2_1.PZU,90CYE_v2_1,0x4100,mixed,0,0,0,118,1,5,1,0,0,1,0,unknown,unknown
90CYE04_19_2 v2_1.PZU,90CYE_v2_1,0x4176,mixed,0,0,0,90,1,1,5,0,0,5,4,state_reader_or_packet_builder,unknown
90CYE04_19_2 v2_1.PZU,90CYE_v2_1,0x41D0,mixed,0,0,0,24,1,1,1,0,0,3,2,unknown,unknown
90CYE04_19_2 v2_1.PZU,90CYE_v2_1,0x41E8,mixed,1,0,0,1867,0,3,0,0,0,3,2,unknown,hypothesis
90CYE04_19_2 v2_1.PZU,90CYE_v2_1,0x4933,mixed,0,0,0,38,1,0,1,0,0,3,2,unknown,unknown
90CYE04_19_2 v2_1.PZU,90CYE_v2_1,0x4959,mixed,0,0,0,38,1,0,1,0,0,3,2,unknown,unknown
90CYE04_19_2 v2_1.PZU,90CYE_v2_1,0x497F,mixed,0,0,0,10540,1,93,13,9,0,3,2,state_update_worker,unknown
90CYE04_19_2 v2_1.PZU,90CYE_v2_1,0x72AB,mixed,24,0,0,1,0,0,0,0,0,1,0,unknown,hypothesis
90CYE04_19_2 v2_1.PZU,90CYE_v2_1,0x72AC,mixed,77,1,0,15,1,0,0,0,0,1,0,unknown,hypothesis
90CYE04_19_2 v2_1.PZU,90CYE_v2_1,0x72BB,mixed,2,0,0,6,2,0,0,0,0,3,2,unknown,hypothesis
90CYE04_19_2 v2_1.PZU,90CYE_v2_1,0x72C1,mixed,2,1,0,7,1,0,0,0,0,3,2,unknown,hypothesis
90CYE04_19_2 v2_1.PZU,90CYE_v2_1,0x72C8,mixed,13,0,0,9,1,1,0,0,0,1,0,unknown,hypothesis
90CYE04_19_2 v2_1.PZU,90CYE_v2_1,0x72D1,mixed,3,0,1,11,1,1,0,0,0,1,0,unknown,hypothesis
90CYE04_19_2 v2_1.PZU,90CYE_v2_1,0x72DC,mixed,12,0,0,8,0,1,0,0,0,3,2,unknown,hypothesis
90CYE04_19_2 v2_1.PZU,90CYE_v2_1,0x72E4,mixed,7,0,0,20,1,1,0,0,0,1,0,unknown,hypothesis
90CYE04_19_2 v2_1.PZU,90CYE_v2_1,0x72F8,mixed,3,0,0,15,1,0,0,0,0,1,0,unknown,hypothesis
90CYE04_19_2 v2_1.PZU,90CYE_v2_1,0x7307,mixed,3,0,0,15,0,0,0,0,0,1,0,unknown,hypothesis
90CYE04_19_2 v2_1.PZU,90CYE_v2_1,0x7316,mixed,11,0,0,57,1,0,0,0,0,1,0,unknown,hypothesis
90CYE04_19_2 v2_1.PZU,90CYE_v2_1,0x734F,mixed,2,0,0,38,3,0,0,0,0,6,5,unknown,hypothesis
90CYE04_19_2 v2_1.PZU,90CYE_v2_1,0x7375,mixed,2,0,0,150,1,3,8,0,1,20,19,state_reader_or_packet_builder,probable
90CYE04_19_2 v2_1.PZU,90CYE_v2_1,0x740B,mixed,1,0,0,125,3,1,7,0,0,14,13,state_reader_or_packet_builder,probable
90CYE04_19_2 v2_1.PZU,90CYE_v2_1,0x7488,mixed,10,0,0,18,1,0,0,0,0,1,0,unknown,hypothesis
90CYE04_19_2 v2_1.PZU,90CYE_v2_1,0x749A,mixed,1,0,0,10,0,1,0,0,0,1,0,unknown,hypothesis
90CYE04_19_2 v2_1.PZU,90CYE_v2_1,0x74A4,mixed,1,0,0,6,0,1,0,0,0,1,0,unknown,hypothesis
90CYE04_19_2 v2_1.PZU,90CYE_v2_1,0x74AA,mixed,3,0,0,5,0,1,0,0,0,1,0,unknown,hypothesis
90CYE04_19_2 v2_1.PZU,90CYE_v2_1,0x74AF,mixed,3,0,0,5,0,1,0,0,0,1,0,unknown,hypothesis
90CYE04_19_2 v2_1.PZU,90CYE_v2_1,0x74B4,mixed,1,0,0,58,1,2,3,0,0,1,0,state_reader_or_packet_builder,probable
90CYE04_19_2 v2_1.PZU,90CYE_v2_1,0x74EE,mixed,2,0,0,216,0,1,1,0,0,1,0,unknown,probable
90CYE04_19_2 v2_1.PZU,90CYE_v2_1,0x75C6,mixed,2,0,0,596,1,0,1,1,0,1,0,unknown,probable
90CYE04_19_2 v2_1.PZU,90CYE_v2_1,0x781A,mixed,1,0,0,22,0,1,0,0,0,3,2,unknown,hypothesis
90CYE04_19_2 v2_1.PZU,90CYE_v2_1,0x7830,mixed,1,0,0,15,1,0,0,0,0,1,0,unknown,hypothesis
90CYE04_19_2 v2_1.PZU,90CYE_v2_1,0x783F,mixed,2,0,0,19,1,1,0,0,0,1,0,unknown,hypothesis
90CYE04_19_2 v2_1.PZU,90CYE_v2_1,0x7852,mixed,2,0,0,14,0,0,0,0,0,3,2,unknown,hypothesis
90CYE04_19_2 v2_1.PZU,90CYE_v2_1,0x7860,mixed,1,0,0,51,1,0,0,2,0,1,0,unknown,probable
90CYE04_19_2 v2_1.PZU,90CYE_v2_1,0x7893,mixed,1,0,0,37,1,0,2,0,0,1,0,unknown,probable
90CYE04_19_2 v2_1.PZU,90CYE_v2_1,0x78B8,mixed,1,0,0,51,0,1,0,0,0,1,0,unknown,hypothesis
90CYE04_19_2 v2_1.PZU,90CYE_v2_1,0x78EB,mixed,2,1,1,239,2,1,9,0,0,3,2,state_reader_or_packet_builder,probable
90CYE04_19_2 v2_1.PZU,90CYE_v2_1,0x79DA,mixed,2,0,0,40,1,5,0,0,0,1,0,unknown,hypothesis
90CYE04_19_2 v2_1.PZU,90CYE_v2_1,0x7A02,mixed,2,0,0,373,1,5,0,0,0,1,0,unknown,hypothesis
90CYE04_19_2 v2_1.PZU,90CYE_v2_1,0x7B77,mixed,1,0,0,205,2,16,1,0,0,5,4,unknown,probable
90CYE04_19_2 v2_1.PZU,90CYE_v2_1,0x7C44,mixed,1,0,0,269,0,3,9,1,0,1,0,state_reader_or_packet_builder,probable
90CYE04_19_2 v2_1.PZU,90CYE_v2_1,0x7D51,mixed,1,0,0,351,0,1,12,3,0,3,2,state_update_worker,probable
90CYE04_19_2 v2_1.PZU,90CYE_v2_1,0x7EB0,mixed,1,0,0,984,0,2,26,8,2,1,0,state_update_worker,probable
90CYE04_19_2 v2_1.PZU,90CYE_v2_1,0x8288,mixed,1,0,0,579,0,2,9,1,1,1,0,state_reader_or_packet_builder,probable
90CYE04_19_2 v2_1.PZU,90CYE_v2_1,0x84CB,mixed,1,0,0,47,0,5,0,0,0,3,2,unknown,hypothesis
90CYE04_19_2 v2_1.PZU,90CYE_v2_1,0x84FA,mixed,1,0,0,1350,3,12,40,5,1,1,0,state_update_worker,probable
90CYE04_19_2 v2_1.PZU,90CYE_v2_1,0x8A40,mixed,1,0,0,40,0,0,0,0,0,1,0,unknown,hypothesis
90CYE04_19_2 v2_1.PZU,90CYE_v2_1,0x8A68,mixed,1,2,0,15,1,0,0,0,0,1,0,unknown,hypothesis
90CYE04_19_2 v2_1.PZU,90CYE_v2_1,0x8A77,mixed,3,0,0,15,1,0,0,0,0,1,0,unknown,hypothesis
90CYE04_19_2 v2_1.PZU,90CYE_v2_1,0x8A86,mixed,1,0,0,351,2,2,0,0,2,11,10,code_table_or_ui_worker,probable
90CYE04_19_2 v2_1.PZU,90CYE_v2_1,0x8BE5,mixed,1,0,1,190,0,22,4,2,1,5,4,unknown,probable
90CYE04_19_2 v2_1.PZU,90CYE_v2_1,0x8CA3,mixed,1,0,0,58,2,0,5,3,0,9,8,state_update_worker,probable
90CYE04_19_2 v2_1.PZU,90CYE_v2_1,0x8CDD,mixed,1,0,0,12,1,0,0,0,0,1,0,unknown,hypothesis
90CYE04_19_2 v2_1.PZU,90CYE_v2_1,0x8CE9,mixed,1,0,0,24,1,0,0,0,0,1,0,unknown,hypothesis
90CYE04_19_2 v2_1.PZU,90CYE_v2_1,0x8D01,mixed,1,0,0,12,1,0,0,0,0,1,0,unknown,hypothesis
90CYE04_19_2 v2_1.PZU,90CYE_v2_1,0x8D0D,mixed,3,0,0,3,0,1,0,0,0,1,0,unknown,hypothesis
90CYE04_19_2 v2_1.PZU,90CYE_v2_1,0x8D10,mixed,10,0,0,43,0,1,1,0,0,1,0,unknown,probable
90CYE04_19_2 v2_1.PZU,90CYE_v2_1,0x8D3B,mixed,1,0,0,354,3,19,3,0,0,16,15,dispatcher_or_router,probable
90CYE04_19_2 v2_1.PZU,90CYE_v2_1,0x8E9D,mixed,1,0,0,27,1,0,0,0,0,3,2,unknown,hypothesis
90CYE04_19_2 v2_1.PZU,90CYE_v2_1,0x8EB8,mixed,1,0,0,268,3,12,16,4,0,18,17,dispatcher_or_router,probable
90CYE04_19_2 v2_1.PZU,90CYE_v2_1,0x8FC4,mixed,5,0,0,10,1,0,1,0,0,1,0,unknown,probable
90CYE04_19_2 v2_1.PZU,90CYE_v2_1,0x8FCE,mixed,4,0,0,13,1,0,1,0,0,1,0,unknown,probable
90CYE04_19_2 v2_1.PZU,90CYE_v2_1,0x8FDB,mixed,2,0,0,8,1,0,0,0,0,1,0,unknown,hypothesis
90CYE04_19_2 v2_1.PZU,90CYE_v2_1,0x8FE3,mixed,1,0,0,211,2,0,2,0,0,3,2,unknown,probable
90CYE04_19_2 v2_1.PZU,90CYE_v2_1,0x90B6,mixed,1,0,0,488,11,32,12,1,0,8,7,dispatcher_or_router,probable
90CYE04_19_2 v2_1.PZU,90CYE_v2_1,0x929E,mixed,1,0,0,305,4,36,7,4,0,8,7,dispatcher_or_router,probable
90CYE04_19_2 v2_1.PZU,90CYE_v2_1,0x93CF,mixed,2,0,0,14,1,1,0,2,0,1,0,unknown,probable
