file,branch,block_addr,block_type,entry_evidence,parent_function_candidate,incoming_lcalls,incoming_ljmps,incoming_sjmps,instruction_count,ends_with,target_addr,fallthrough_addr,confidence
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x7488,function_entry,call_target,0x7488,10,0,0,1,fallthrough,,0x748B,probable
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x748B,internal_jump_block,jump_target,0x748B,0,0,3,8,RET,,0x7499,hypothesis
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x749A,function_entry,call_target,0x749A,1,0,0,2,SJMP,0x748B,0x749D,probable
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x74A4,function_entry,call_target,0x74A4,1,0,0,3,SJMP,0x748B,0x74A8,probable
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x74AA,function_entry,call_target,0x74AA,3,0,0,2,SJMP,0x7487,0x74AD,probable
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x74AF,function_entry,call_target,0x74AF,3,0,0,2,SJMP,0x74BC,0x74B2,probable
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x74B4,function_entry,call_target,0x74B4,1,0,0,2,SJMP,0x74BC,0x74B7,probable
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x74BC,internal_jump_block,jump_target,0x74BC,0,0,2,3,SJMP,0x748B,0x74C0,hypothesis
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x74DB,internal_jump_block,jump_target,0x74DB,0,0,1,10,RET,,0x74ED,hypothesis
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x74EE,function_entry,call_target,0x74EE,2,0,0,2,SJMP,0x74DB,0x74F1,probable
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x75C6,function_entry,call_target,0x75C6,2,0,0,4,RET,,0x75CA,probable
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x781A,function_entry,call_target,0x781A,1,0,0,3,conditional_branch,0x7820,0x781E,probable
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x781E,unknown_block,,0x781A,0,0,0,1,fallthrough,,0x7820,unknown
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x7820,conditional_branch_block,,0x781A,0,0,0,9,LJMP,0x78EB,0x782D,hypothesis
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x7830,function_entry,call_target,0x7830,1,0,0,10,RET,,0x783E,probable
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x783F,function_entry,call_target,0x783F,2,0,0,12,RET,0x72AC,0x7851,probable
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x7852,function_entry,call_target,0x7852,2,0,0,3,fallthrough,,0x785A,probable
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x785A,conditional_branch_block,,0x7852,0,0,0,3,conditional_branch,0x785A,0x785F,hypothesis
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x785F,unknown_block,,0x7852,0,0,0,1,fallthrough,,0x7860,unknown
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x7860,function_entry,call_target,0x7860,1,0,0,3,RET,,0x7864,probable
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x7893,function_entry,call_target,0x7893,1,0,0,1,fallthrough,,0x7895,probable
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x7895,internal_jump_block,jump_target,0x7895,0,0,1,13,RET,,0x78AB,hypothesis
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x78B8,function_entry,call_target,0x78B8,1,0,0,8,SJMP,0x7895,0x78C6,probable
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x78EB,function_entry,mixed,0x78EB,2,1,1,3,conditional_branch,0x78F1,0x78F0,probable
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x78F0,unknown_block,,0x78EB,0,0,0,1,RET,,,unknown
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x78F1,conditional_branch_block,,0x78EB,0,0,0,7,SJMP,0x78EB,0x78FC,hypothesis
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x791D,internal_jump_block,jump_target,0x791D,0,1,0,9,conditional_branch,0x793D,0x792E,hypothesis
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x792E,unknown_block,,0x791D,0,0,0,2,fallthrough,,0x7931,unknown
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x7931,conditional_branch_block,,0x791D,0,0,0,4,conditional_branch,0x7931,0x7939,hypothesis
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x7939,unknown_block,,0x791D,0,0,0,2,fallthrough,,0x793D,unknown
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x793D,conditional_branch_block,,0x791D,0,0,0,2,RET,,0x793F,hypothesis
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x79DA,function_entry,call_target,0x79DA,2,0,0,22,RET,0x9B15,0x7A01,probable
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x7A02,function_entry,call_target,0x7A02,2,0,0,18,RET,0x9B15,0x7A23,probable
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x7B77,function_entry,call_target,0x7B77,1,0,0,8,conditional_branch,0x7BB8,0x7B88,probable
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x7B88,unknown_block,,0x7B77,0,0,0,6,conditional_branch,0x7BB7,0x7B95,unknown
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x7B95,unknown_block,,0x7B77,0,0,0,7,conditional_branch,0x7BA8,0x7BA3,unknown
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x7BA3,unknown_block,,0x7B77,0,0,0,2,LJMP,0x7BAA,0x7BA5,unknown
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x7BA8,conditional_branch_block,,0x7B77,0,0,0,1,fallthrough,,0x7BAA,hypothesis
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x7BAA,internal_jump_block,jump_target,0x7BAA,0,1,0,7,fallthrough,0x72AB,0x7BB7,hypothesis
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x7BB7,conditional_branch_block,,0x7BAA,0,0,0,1,RET,,,hypothesis
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x7BB8,conditional_branch_block,,0x7BAA,0,0,0,1,conditional_branch,0x7BE7,0x7BBB,hypothesis
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x7BBB,unknown_block,,0x7BAA,0,0,0,1,conditional_branch,0x7BC3,0x7BBE,unknown
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x7BBE,unknown_block,,0x7BAA,0,0,0,2,LJMP,0x7BE9,0x7BC0,unknown
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x7BC3,conditional_branch_block,,0x7BAA,0,0,0,14,conditional_branch,0x7BE3,0x7BE2,hypothesis
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x7BE2,unknown_block,,0x7BAA,0,0,0,1,fallthrough,,0x7BE3,unknown
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x7BE3,conditional_branch_block,,0x7BAA,0,0,0,2,LJMP,0x7BF3,0x7BE4,hypothesis
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x7BE7,conditional_branch_block,,0x7BAA,0,0,0,1,fallthrough,,0x7BE9,hypothesis
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x7BE9,internal_jump_block,jump_target,0x7BE9,0,1,0,5,fallthrough,0x72AB,0x7BF3,hypothesis
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x7BF3,internal_jump_block,jump_target,0x7BF3,0,1,0,13,RET,0x72AB,0x7C0D,hypothesis
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x7C44,function_entry,call_target,0x7C44,1,0,0,13,LJMP,0x8A68,0x7C5E,probable
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x7D51,function_entry,call_target,0x7D51,1,0,0,3,conditional_branch,0x7D5E,0x7D57,probable
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x7D57,unknown_block,,0x7D51,0,0,0,4,fallthrough,,0x7D5E,unknown
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x7D5E,conditional_branch_block,,0x7D51,0,0,0,8,LJMP,0x72C1,0x7D6D,hypothesis
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x7EB0,function_entry,call_target,0x7EB0,1,0,0,27,LJMP,0x9B35,0x7EDB,probable
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x8288,function_entry,call_target,0x8288,1,0,0,7,LJMP,0x8A68,0x8297,probable
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x84CB,function_entry,call_target,0x84CB,1,0,0,1,fallthrough,,0x84CD,probable
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x84CD,conditional_branch_block,,0x84CB,0,0,0,19,conditional_branch,0x84CD,0x84EB,hypothesis
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x84EB,unknown_block,,0x84CB,0,0,0,6,LJMP,0x87DD,0x84F7,unknown
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x84FA,function_entry,call_target,0x84FA,1,0,0,6,RET,0x72AB,0x8504,probable
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x85CF,internal_jump_block,jump_target,0x85CF,0,1,0,31,RET,0xA759,0x8608,hypothesis
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x87DD,internal_jump_block,jump_target,0x87DD,0,3,0,10,RET,0x8FCE,0x87F2,hypothesis
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x8A40,function_entry,call_target,0x8A40,1,0,0,18,fallthrough,,0x8A59,probable
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x8A58,internal_jump_block,jump_target,0x8A58,0,4,0,11,fallthrough,,0x8A69,hypothesis
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x8A68,function_entry,mixed,0x8A68,1,2,0,10,RET,,0x8A76,probable
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x8A77,function_entry,call_target,0x8A77,3,0,0,9,RET,,0x8A85,probable
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x8A86,function_entry,call_target,0x8A86,1,0,0,13,conditional_branch,0x8ADC,0x8A9C,probable
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x8A9C,unknown_block,,0x8A86,0,0,0,1,conditional_branch,0x8AA6,0x8A9E,unknown
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x8A9E,unknown_block,,0x8A86,0,0,0,4,conditional_branch,0x8AA7,0x8AA3,unknown
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x8AA3,unknown_block,,0x8A86,0,0,0,3,fallthrough,,0x8AA6,unknown
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x8AA6,conditional_branch_block,,0x8A86,0,0,0,1,fallthrough,,0x8AA7,hypothesis
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x8AA7,conditional_branch_block,,0x8A86,0,0,0,9,conditional_branch,0x8AB8,0x8AB4,hypothesis
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x8AB4,unknown_block,,0x8A86,0,0,0,3,LJMP,,0x8AB6,unknown
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x8AB8,conditional_branch_block,,0x8A86,0,0,0,22,fallthrough,,0x8ADC,hypothesis
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x8ADC,conditional_branch_block,,0x8A86,0,0,0,22,conditional_branch,0x8B06,0x8B03,hypothesis
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x8B03,unknown_block,,0x8A86,0,0,0,2,RET,,0x8B05,unknown
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x8B06,conditional_branch_block,,0x8A86,0,0,0,12,RET,,0x8B16,hypothesis
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x8BE5,function_entry,mixed,0x8BE5,1,0,1,6,conditional_branch,0x8BF7,0x8BF2,probable
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x8BF2,unknown_block,,0x8BE5,0,0,0,2,SJMP,0x8BE5,0x8BF5,unknown
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x8BF7,conditional_branch_block,,0x8BE5,0,0,0,18,conditional_branch,0x8C16,0x8C12,hypothesis
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x8C12,unknown_block,,0x8BE5,0,0,0,2,SJMP,0x8C1F,0x8C14,unknown
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x8C16,conditional_branch_block,,0x8BE5,0,0,0,4,fallthrough,0x783F,0x8C1F,hypothesis
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x8C1F,internal_jump_block,jump_target,0x8C1F,0,0,1,22,conditional_branch,0x8C55,0x8C53,hypothesis
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x8C53,unknown_block,,0x8C1F,0,0,0,1,SJMP,0x8C8A,,unknown
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x8C55,conditional_branch_block,,0x8C1F,0,0,0,5,conditional_branch,0x8C8A,0x8C60,hypothesis
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x8C60,unknown_block,,0x8C1F,0,0,0,5,conditional_branch,0x8C6A,0x8C6A,unknown
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x8C6A,conditional_branch_block,,0x8C1F,0,0,0,1,conditional_branch,0x8C8A,0x8C6C,hypothesis
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x8C6C,unknown_block,,0x8C1F,0,0,0,15,fallthrough,0x9E9C,0x8C8A,unknown
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x8C8A,conditional_branch_block,jump_target,0x8C8A,0,0,1,11,conditional_branch,0x8CA3,0x8CA0,hypothesis
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x8CA0,unknown_block,,0x8C8A,0,0,0,1,fallthrough,0x9B73,0x8CA3,unknown
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x8CA3,function_entry,call_target,0x8CA3,1,0,0,5,conditional_branch,0x8CDC,0x8CAC,probable
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x8CAC,unknown_block,,0x8CA3,0,0,0,12,conditional_branch,0x8CC5,0x8CC4,unknown
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x8CC4,unknown_block,,0x8CA3,0,0,0,1,RET,,,unknown
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x8CC5,conditional_branch_block,,0x8CA3,0,0,0,3,conditional_branch,0x8CDC,0x8CCC,hypothesis
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x8CCC,unknown_block,,0x8CA3,0,0,0,2,fallthrough,,0x8CD1,unknown
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x8CD1,conditional_branch_block,,0x8CA3,0,0,0,2,conditional_branch,0x8CDC,0x8CD4,hypothesis
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x8CD4,unknown_block,,0x8CA3,0,0,0,2,conditional_branch,0x8CD1,0x8CD7,unknown
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x8CD7,unknown_block,,0x8CA3,0,0,0,3,fallthrough,,0x8CDC,unknown
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x8CDC,conditional_branch_block,,0x8CA3,0,0,0,1,RET,,,hypothesis
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x8CDD,function_entry,call_target,0x8CDD,1,0,0,8,RET,,0x8CE8,probable
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x8CE9,function_entry,call_target,0x8CE9,1,0,0,8,RET,,0x8CF4,probable
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x8D01,function_entry,call_target,0x8D01,1,0,0,8,RET,,0x8D0C,probable
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x8D0D,function_entry,call_target,0x8D0D,3,0,0,2,SJMP,0x8D11,0x8D0E,probable
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x8D10,function_entry,call_target,0x8D10,10,0,0,1,fallthrough,,0x8D11,probable
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x8D11,internal_jump_block,jump_target,0x8D11,0,0,1,4,LJMP,0x72AC,0x8D14,hypothesis
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x8D3B,function_entry,call_target,0x8D3B,1,0,0,9,conditional_branch,0x8D50,0x8D4D,probable
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x8D4D,unknown_block,,0x8D3B,0,0,0,1,LJMP,0x8E8A,,unknown
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x8D50,conditional_branch_block,,0x8D3B,0,0,0,4,conditional_branch,0x8DCA,0x8D59,hypothesis
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x8D59,unknown_block,,0x8D3B,0,0,0,14,fallthrough,,0x8D71,unknown
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x8D71,conditional_branch_block,,0x8D3B,0,0,0,4,conditional_branch,0x8D88,0x8D76,hypothesis
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x8D76,unknown_block,,0x8D3B,0,0,0,10,fallthrough,0x9E9F,0x8D88,unknown
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x8D88,conditional_branch_block,,0x8D3B,0,0,0,2,conditional_branch,0x8D71,0x8D8C,hypothesis
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x8D8C,unknown_block,,0x8D3B,0,0,0,36,RET,0x72AB,0x8DC9,unknown
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x8DCA,conditional_branch_block,,0x8D3B,0,0,0,5,conditional_branch,0x8DD6,0x8DD6,hypothesis
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x8DD6,conditional_branch_block,,0x8D3B,0,0,0,1,conditional_branch,0x8DDB,0x8DD8,hypothesis
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x8DD8,unknown_block,,0x8D3B,0,0,0,1,LJMP,0x8E8A,,unknown
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x8DDB,conditional_branch_block,,0x8D3B,0,0,0,28,fallthrough,,0x8E0B,hypothesis
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x8E0B,conditional_branch_block,,0x8D3B,0,0,0,13,conditional_branch,0x8E24,0x8E1F,hypothesis
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x8E1F,unknown_block,,0x8D3B,0,0,0,2,SJMP,0x8E39,0x8E22,unknown
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x8E24,conditional_branch_block,,0x8D3B,0,0,0,2,conditional_branch,0x8E39,0x8E2A,hypothesis
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x8E2A,unknown_block,,0x8D3B,0,0,0,8,fallthrough,0x7316,0x8E39,unknown
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x8E39,conditional_branch_block,jump_target,0x8E39,0,0,1,2,conditional_branch,0x8E0B,0x8E3D,hypothesis
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x8E3D,unknown_block,,0x8E39,0,0,0,26,fallthrough,0x8E9D,0x8E6D,unknown
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x8E6D,conditional_branch_block,,0x8E39,0,0,0,10,conditional_branch,0x8E82,0x8E81,hypothesis
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x8E81,unknown_block,,0x8E39,0,0,0,1,fallthrough,,0x8E82,unknown
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x8E82,conditional_branch_block,,0x8E39,0,0,0,6,conditional_branch,0x8E6D,0x8E8A,hypothesis
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x8E8A,internal_jump_block,jump_target,0x8E8A,0,2,0,6,conditional_branch,0x8E97,0x8E96,hypothesis
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x8E96,unknown_block,,0x8E8A,0,0,0,1,RET,,,unknown
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x8E97,conditional_branch_block,,0x8E8A,0,0,0,4,RET,,0x8E9C,hypothesis
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x8E9D,function_entry,call_target,0x8E9D,1,0,0,1,fallthrough,,0x8E9F,probable
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x8E9F,conditional_branch_block,,0x8E9D,0,0,0,17,conditional_branch,0x8E9F,0x8EB7,hypothesis
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x8EB7,unknown_block,,0x8E9D,0,0,0,1,RET,,,unknown
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x8EB8,function_entry,call_target,0x8EB8,1,0,0,8,conditional_branch,0x8ED4,0x8EC8,probable
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x8EC8,unknown_block,,0x8EB8,0,0,0,3,fallthrough,,0x8ECF,unknown
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x8ECF,conditional_branch_block,,0x8EB8,0,0,0,3,conditional_branch,0x8ECF,0x8ED3,hypothesis
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x8ED3,unknown_block,,0x8EB8,0,0,0,1,RET,,,unknown
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x8ED4,conditional_branch_block,,0x8EB8,0,0,0,3,conditional_branch,0x8F33,0x8EDB,hypothesis
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x8EDB,unknown_block,,0x8EB8,0,0,0,14,fallthrough,,0x8EF2,unknown
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x8EF2,conditional_branch_block,,0x8EB8,0,0,0,4,conditional_branch,0x8F03,0x8EF7,hypothesis
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x8EF7,unknown_block,,0x8EB8,0,0,0,6,fallthrough,0x9E9F,0x8F03,unknown
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x8F03,conditional_branch_block,,0x8EB8,0,0,0,2,conditional_branch,0x8EF2,0x8F07,hypothesis
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x8F07,unknown_block,,0x8EB8,0,0,0,24,fallthrough,,0x8F32,unknown
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x8F32,conditional_branch_block,,0x8EB8,0,0,0,1,RET,,,hypothesis
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x8F33,conditional_branch_block,,0x8EB8,0,0,0,4,conditional_branch,0x8F3D,0x8F3D,hypothesis
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x8F3D,conditional_branch_block,,0x8EB8,0,0,0,1,conditional_branch,0x8F32,0x8F3F,hypothesis
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x8F3F,unknown_block,,0x8EB8,0,0,0,21,fallthrough,,0x8F62,unknown
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x8F62,conditional_branch_block,,0x8EB8,0,0,0,9,conditional_branch,0x8F75,0x8F70,hypothesis
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x8F70,unknown_block,,0x8EB8,0,0,0,2,SJMP,0x8F88,0x8F73,unknown
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x8F75,conditional_branch_block,,0x8EB8,0,0,0,2,conditional_branch,0x8F88,0x8F7B,hypothesis
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x8F7B,unknown_block,,0x8EB8,0,0,0,7,fallthrough,0x7316,0x8F88,unknown
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x8F88,conditional_branch_block,jump_target,0x8F88,0,0,1,2,conditional_branch,0x8F62,0x8F8C,hypothesis
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x8F8C,unknown_block,,0x8F88,0,0,0,16,fallthrough,,0x8FAC,unknown
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x8FAC,conditional_branch_block,,0x8F88,0,0,0,11,conditional_branch,0x8FAC,0x8FC3,hypothesis
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x8FC3,unknown_block,,0x8F88,0,0,0,1,RET,,,unknown
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x8FC4,function_entry,call_target,0x8FC4,5,0,0,6,RET,,0x8FCD,probable
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x8FCE,function_entry,call_target,0x8FCE,4,0,0,7,RET,,0x8FDA,probable
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x8FDB,function_entry,call_target,0x8FDB,2,0,0,6,RET,,0x8FE2,probable
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x8FE3,function_entry,call_target,0x8FE3,1,0,0,10,conditional_branch,0x8FF4,0x8FF4,probable
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x8FF4,conditional_branch_block,,0x8FE3,0,0,0,1,RET,,,hypothesis
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x90B5,conditional_branch_block,,0x8FE3,0,0,0,1,RET,,,hypothesis
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x90B6,function_entry,call_target,0x90B6,1,0,0,7,conditional_branch,0x90C4,0x90C3,probable
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x90C3,unknown_block,,0x90B6,0,0,0,1,RET,,,unknown
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x90C4,conditional_branch_block,,0x90B6,0,0,0,6,conditional_branch,0x90F4,0x90D1,hypothesis
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x90D1,unknown_block,,0x90B6,0,0,0,4,conditional_branch,0x90B5,0x90DA,unknown
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x90DA,unknown_block,,0x90B6,0,0,0,6,conditional_branch,0x90F1,0x90E8,unknown
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x90E8,unknown_block,,0x90B6,0,0,0,4,LJMP,0x8A58,0x90EE,unknown
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x90F1,conditional_branch_block,,0x90B6,0,0,0,1,LJMP,0x9178,,hypothesis
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x90F4,conditional_branch_block,,0x90B6,0,0,0,1,LJMP,0x916C,,hypothesis
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x916C,internal_jump_block,jump_target,0x916C,0,1,0,6,RET,0x72AB,0x9177,hypothesis
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x9178,internal_jump_block,jump_target,0x9178,0,1,0,1,conditional_branch,0x917F,0x917B,hypothesis
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x917B,unknown_block,,0x9178,0,0,0,1,RET,,,unknown
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x917C,conditional_branch_block,,0x9178,0,0,0,1,LJMP,0x9235,,hypothesis
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x917F,conditional_branch_block,,0x9178,0,0,0,1,conditional_branch,0x917C,0x9182,hypothesis
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x9182,unknown_block,,0x9178,0,0,0,4,conditional_branch,0x9194,0x918A,unknown
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x918A,unknown_block,,0x9178,0,0,0,5,RET,0x72AB,0x9193,unknown
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x9194,conditional_branch_block,,0x9178,0,0,0,7,conditional_branch,0x91A3,0x91A2,hypothesis
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x91A2,unknown_block,,0x9178,0,0,0,1,RET,,,unknown
